itemLabel,genderLabel,summary,new_occ
Al Schweitzer,male,"Albert Casper Schweitzer (December 23, 1882 – January 27, 1969) was an outfielder in Major League Baseball. Nicknamed ""Cheese"", he played for the St. Louis Browns.",baseball player
Tiny Osborne,male,"Earnest Preston ""Tiny"" Osborne (April 9, 1893 – January 5, 1969) was an American pitcher in Major League Baseball who played from 1922 to 1925 for the Chicago Cubs and  Brooklyn Robins. His nickname was ironic: Osborne was listed as 6 feet 4 inches (1.93 m) tall and 215 pounds (98 kg).  The native of Porterdale, Georgia, batted left-handed and threw right-handed.
In 142 big-league games pitched, including 74 starting assignments, and 646 innings, Osborne allowed 693 hits and 315 bases on balls. He registered two shutouts, 31 complete games, 263 strikeouts and seven saves.  His professional career began in 1929 and ended in 1935, but he was out of ""organized baseball"" during 1920 and from 1928–34.  His son, Bobo Osborne, was an MLB first baseman and third baseman between 1957 and 1963.",baseball player
Wiffy Cox,male,"Wilfred Hiram ""Wiffy"" Cox (October 27, 1896 – February 20, 1969) was an American professional golfer who played on the PGA Tour in the 1930s.
Cox was born and grew up in a tough Irish-Italian section of Brooklyn, New York. He started in golf as a caddie at Westchester County courses and learned to play at sunrise and sunset with clubs borrowed from the pro shop. The diminutive Cox had a hot-temper and a reputation for foul-mouthed, trash talk among his fellow players.Cox won nine times on the PGA Tour. His first individual win on the PGA Tour came at the 1931 North and South Open; his four wins that year led the PGA Tour for most wins. His best finish in a major championship was tied for third at the 1934 U.S. Open.Cox played on the winning U.S. team in the 1931 Ryder Cup, winning both his matches.
Like most professional golfers of his generation, Cox earned his living primarily as a club pro. He was the course pro at Dyker Beach Golf Course in Brooklyn, New York from 1921 to 1935. He eventually landed a plum job as head pro at the Congressional Country Club in Bethesda, Maryland, which he held until 1969. He died in Washington, D.C.",golfer
Ivan Wallin,male,"Ivan Emanuel Wallin (22 January 1883 – 6 March 1969) was an American biologist who made the first experimental works on endosymbiotic theory. Nicknamed the ""Mitochondria Man"", he claimed that mitochondria, which are cell organelles, were once independent bacteria, as supported by his comparative studies and culture of isolated mitochondria. From 1922, he published a series of papers titled ""On the nature of mitochondria"" in the American Journal of Anatomy which became the experimental foundations of his claims. He was the first person to specifically postulate that eukaryotic organelles originated from bacteria, and that symbiosis is a major force in creation of new species.Wallin was Professor of Anatomy at the University of Colorado Medical School. He was noted for his eccentric life in academia, such as his preference for exclusively practical demonstration rather than lecturing, his frequent parties for students and an annual Christmas glögg party.",anatomist
Felix Maurice Locher,male,"Felix Maurice Locher, known as Felix Locher (pronounced Lo-Shay) (July 16, 1882, Bern, Switzerland - March 13, 1969, California) was a Swiss actor and inventor and father of actor Jon Hall.",film actor
Albert Hughes,male,"Albert Hughes and Allen Hughes (born April 1, 1972), known together professionally as the Hughes brothers, are American film directors and producers. The pair, who are twins, are known for co-directing visceral, and often violent, movies, including Menace II Society, Dead Presidents, From Hell and The Book of Eli. The pair did most of their collaboration between 1993 and 2001. Since 2004, when Albert moved to Prague, Czech Republic, the two have only directed one film together, The Book of Eli in 2010. They have been involved in directing and producing film and television projects separately since 2005.

",ice hockey player
Raymond Marchand,male,"Raymond Wilfred Marchand (October 18, 1890 – April 6, 1969) was an American-born Canadian professional ice hockey player, with a hometown of Kingston, Ontario. He played with the Toronto Blueshirts of the National Hockey Association in the 1912–13 season.  Marchand signed with the Montreal Canadiens in 1915 to backup Georges Vezina, and they went on to win the Stanley Cup that season (1916).In 1924 the United States Military Academy, West Point, N.Y. hired Mr. Marchand to coach its ice hockey and soccer teams, The Black Knights. He held that post for the next 20 years – the second longest tenure of any Army hockey coach before or since.  That same year, for the first time in program history, Marchand took his ice hockey team, the Black Knights, across the border to face the Royal Military College of Canada (RMC) in Kingston, Ontario.  While the Paladins downed the Cadets, 10-5, in 1935 the Black Knights ended their 15-game losing streak with a 4-4 tie, and in 1939 they enjoyed their first victory, 3-2. The RMC vs USMA game is the most-played rivalry at the Academy to this day. The idea for this match-up between the Canadian and American service academies was crafted by then Brig. Gen. Douglas MacArthur and RMC's commandant, Maj. Gen. Sir Archibald Macdonnell.During Marchand's first nine years coaching the USMA ice hockey team, games were held during the winter on “The Plain” adjacent to Arvin Gym. During those days, the area was flooded with water in late fall so a rink could form by midwinter. In 1931, Marchand oversaw the opening of the Academy's indoor Smith Rink, where the present day Herbert Hall stands.
Raymond Wilfred Marchand died in Cornwall-on-Hudson, New York on April 6, 1969.",ice hockey player
Arthur Sixsmith,male,"Arthur ""Art"" Egerton Sixsmith (June 27, 1880 – March 15, 1969) was a Canadian professional ice hockey rover and businessman. He played for the Ottawa Hockey Club and later moved to Pittsburgh and to Portage la Prairie, Manitoba to play professionally.  He was a member of the Ottawa's 1901 CAHL championship team. As one of the first professional ice hockey players, he captained and managed several of the championship teams in the Western Pennsylvania Hockey League (WPHL). His brother, Garnet Sixsmith, also played professionally in Pittsburgh.",ice hockey player
Moylan McDonnell,male,"Moylan James McDonnell (August 27, 1889 – January 22, 1969) was a Canadian hockey defenceman who played one season in the National Hockey League with the Hamilton Tigers in 1920–21. Prior to joining the Tigers he spent several years playing amateur hockey in New York City, and after retiring coached Princeton University for one season.",ice hockey player
Henri Clermont,male,Henri Clermont (15 December 1901 – 25 September 1969) was a French racewalker. He competed in the 10 km walk at the 1924 Summer Olympics.,athletics competitor
Elmer Hackney,male,"Elmer Loyd Hackney (July 8, 1916 – May 30, 1969) was a professional American football running back in the National Football League. Hackney was an 11th-round selection (92nd overall pick) by the Philadelphia Eagles in the 1940 NFL Draft out of Kansas State University. Hackney played seven seasons for the Eagles (1940), the Pittsburgh Steelers (1941), and the Detroit Lions (1942–1946). He was known as the ""One Man Gang,"" ""Stinkfist,"" and ""Iron Man"".In college, Hackney was an All-Conference back and was also twice the collegiate national champion at shot put (1938 and 1939). He set an American record of 55 feet, 11 inches, and qualified for the 1940 U.S. Olympic Team, but the Games were cancelled because of World War II.",American football player
Elmer Hackney,male,"Elmer Loyd Hackney (July 8, 1916 – May 30, 1969) was a professional American football running back in the National Football League. Hackney was an 11th-round selection (92nd overall pick) by the Philadelphia Eagles in the 1940 NFL Draft out of Kansas State University. Hackney played seven seasons for the Eagles (1940), the Pittsburgh Steelers (1941), and the Detroit Lions (1942–1946). He was known as the ""One Man Gang,"" ""Stinkfist,"" and ""Iron Man"".In college, Hackney was an All-Conference back and was also twice the collegiate national champion at shot put (1938 and 1939). He set an American record of 55 feet, 11 inches, and qualified for the 1940 U.S. Olympic Team, but the Games were cancelled because of World War II.", athletics competitor
Emmanuel Degland,male,"Emmanuel Degland (14 May 1900 – 19 May 1969) was a French javelin thrower. He competed at the 1924 and 1928 Summer Olympics and finished in 21st and 24th place, respectively.",athletics competitor
Alex Sinclair,male,"Alex Sinclair (born December 2, 1968) is a Mexican comic-book colorist known for his work with Jim Lee and Scott Williams.

",rower
Max Orban,male,Adrien Eugène Joseph Max Orban (22 July 1881 – 23 May 1969) was a Belgian rower. He competed at the 1906 Intercalated Games in Athens with the men's coxed pair (1 mile) teamed up with his brother Rémy where they won silver.,rower
John Johnstone,male,"David William Logan ""Davey"" Johnstone (born 6 May 1951, Edinburgh, Scotland) is a rock guitarist and vocalist, best known for his long-time collaboration with Elton John.

",high jumper
Johnny Bayersdorffer,male,"Johnny Bayersdorffer (4 September 1899 – 14 November 1969) was a New Orleans jazz cornetist and bandleader.
Bayersdorffer was a popular bandleader at the Spanish Fort resort on Bayou St. John by Lake Pontchartrain. He is best remembered to later generations for his 1920s recordings for Okeh Records.  Bayersdorffer also played with Happy Schilling and Tony Parenti's bands.",jazz musician
Johnny Bayersdorffer,male,"Johnny Bayersdorffer (4 September 1899 – 14 November 1969) was a New Orleans jazz cornetist and bandleader.
Bayersdorffer was a popular bandleader at the Spanish Fort resort on Bayou St. John by Lake Pontchartrain. He is best remembered to later generations for his 1920s recordings for Okeh Records.  Bayersdorffer also played with Happy Schilling and Tony Parenti's bands.", saxophonist
Robert Aloys Mooser,male,"Robert-Aloys Mooser (20 Septembre 1876 – 24 August 1969), was a Swiss musicologist and music critic. He is the author of reference works on the history of the music of Russia.",musicologist
Slick Jones,male,"Slick Jones (April 13, 1907 – November 2, 1969) was an American jazz drummer, best known for his work with Fats Waller.",jazz musician
Nate Kazebier,male,"Nate Kazebier (August 13, 1912 – October 22, 1969) was an American jazz trumpeter.
Kazebier started on trumpet at age nine. His early experience was in territory bands in the Midwest, with Austin Wylie, Jan Garber, and Slats Randall. In 1935-36 he played in Benny Goodman's band, then moved to California, where he played with Ray Noble, Seger Ellis, Spud Murphy, and others. In 1939-40 he was a member of Gene Krupa's first big band, then worked with Jimmy Dorsey from 1940-1943. He spent time in the military during World War II, then returned to play with Goodman in 1946-47. From the late 1940s into the 1960s, he worked in the studios in California, playing with Ray Bauduc among many others. He never led his own recording date.",jazz musician
Benny Benjamin,male,"William ""Benny"" Benjamin (July 15, 1925 – April 20, 1969), nicknamed Papa Zita, was an American musician, most notable as the primary drummer for the Motown studio band known as The Funk Brothers. He was a native of Birmingham, Alabama.Benjamin originally learned to play drums in the style of the big band jazz groups in the 1940s. In 1958, Benjamin was Motown's first studio drummer, where he was noted for his dynamic style. Several Motown record producers, including Berry Gordy, refused to work on any recording sessions unless Benjamin was the drummer and James Jamerson was the bassist. The Beatles singled out Benjamin's drumming style upon meeting Gordy in the UK. Among the Motown songs Benjamin performed the drum tracks for are early hits such as ""Money (That's What I Want)"" by Barrett Strong, ""Shop Around"" by The Miracles and ""Do You Love Me"" by The Contours; as well as later hits such as ""Get Ready"" and ""My Girl"" by The Temptations, ""Uptight (Everything's Alright)"" by Stevie Wonder, ""I Heard It Through the Grapevine"" by Gladys Knight & the Pips, and ""Going to a Go-Go"" by The Miracles.
Benjamin was influenced by the work of drummers Buddy Rich and Tito Puente. He recorded with a studio set composed of Ludwig, Slingerland, Rogers and Gretsch components and probably Zildjian cymbals.By the late 1960s, Benjamin struggled with drug and alcohol addiction, and fellow Funk Brothers Uriel Jones and Richard ""Pistol"" Allen increasingly recorded more of the drum tracks for the studio's releases. Benjamin died on April 20, 1969, of a stroke at age 43.Benjamin was inducted into the ""Sidemen"" category of the Rock and Roll Hall of Fame in 2003. He was named the eleventh best drummer of all time by the Rolling Stone magazine in 2016.",jazz musician
"Alcide ""Slow Drag"" Pavageau",male,"Alcide Louis ""Slow Drag"" Pavageau (March 7, 1888 – January 19, 1969) was an American jazz guitarist and double-bassist.

",jazz musician
Johnny Clement,male,"John Louis ""Johnny"" Clement (October 31, 1919 - December 11, 1969) was an American football player.  As of 2008, he is the only Pittsburgh Steelers player to wear 0. He was also an officer in the U.S. Army Air Corps during World War II.",American football player
Carl Brumbaugh,male,"Carl Lowry Brumbaugh (September 22, 1906 – October 24, 1969) was an American college and professional football player who was a quarterback and halfback in the National Football League (NFL) for nine seasons in the 1930s.  Brumbaugh played college football for Ohio State University and the University of Florida, and thereafter, he played professionally for the Chicago Bears, Cleveland Rams and Brooklyn Dodgers of the NFL.",American football player
Al Graham,male,"Alfred Graham  (September 27, 1905 – October 1969) was a guard  who played nine seasons in the National Football League, mainly for the Dayton Triangles . He was born in Miamisburg, Ohio and died in Dayton, Ohio.
Despite being a lineman, he twice scored touchdowns via fumble recoveries, once in 1927 and again in 1929 (this one capping the only scoring drive for the 0-6 Triangles).",American football player
George Young,male,"George Young (Chinese: 吴宇卫; pinyin: Wú Yǔwèi), also known as George Ng, is an actor, presenter and writer.

",American football player
John C. Adams,male,"John Adams is a 2008 American television miniseries chronicling most of U.S. President John Adams's political life and his role in the founding of the United States. Paul Giamatti portrays John Adams. The miniseries was directed by Tom Hooper.  Kirk Ellis wrote the screenplay based on the 2001 book John Adams. by David McCullough. The biopic of John Adams and the story of the first 50 years of the United States was broadcast in seven parts by HBO between March 16 and April 20, 2008. John Adams received widespread critical acclaim and many prestigious awards. The show won four Golden Globe awards and 13 Emmy awards, more than any other miniseries in history.",American football player
Joe Barbee,male,"Joseph Adams Barbee (August 30, 1933 – August 12, 1969) was a college and professional American football defensive tackle. He played college football at Kent State, and played professionally in the American Football League for the Oakland Raiders in 1960.",American football player
Harry Connaughton,male,"Harry Aloysius ""Babe"" Connaughton (June 6, 1905 – August 11, 1969) was an American football player.  He played college football for the Georgetown Hoyas and professional football for the Frankford Yellow Jackets.  He was a consensus All-American in 1926.
Connaughton was born in Philadelphia in 1905 and attended Saint Joseph's Preparatory School in that city.  He enrolled at Georgetown University and, while there, played at the guard position on the Georgetown Hoyas football team in 1925 and 1926. He was a consensus selection for the 1926 College Football All-America Team. At six feet, four inches, and 250 pounds, he was a large player for his era.  He played for Hoyas teams that compiled a 16-3-1 in 1925 and 1926.  In December 1926, he was awarded the Veterans Cup as the most valuable player in eastern football.  He was inducted into the Georgetown University Athletic Hall of Fame in 1953.Connaughton also played professional football for the Frankford Yellow Jackets during the 1927 NFL season.  He started 16 games at the guard position for the 1927 Yellow Jackets.In 1938, he became the assistant to Michael Igoe, the United States Attorney in Chicago.  By  June 1938, his weight had dropped to 180 pounds from 260 pounds while playing football at Georgetown.Connaughton died in 1969 ate age 64 in Braham, Minnesota.",American football player
Al Arndt,male,"Alfred Herman Arndt (born July 15, 1911 – June 6, 1969) was a professional American football guard and halfback in the National Football League.",American football player
Mickey Hole,male,"Ernest Bradford ""Mick"" Hole (September 2, 1900 – March 11, 1969), also recorded as ""Mickey Hole"", was an American football Back who played two seasons in the American Professional Football Association with the Muncie Flyers.",American football player
Wilmer Fleming,male,"Clarence Wilmer Fleming (September 30, 1901 – March 13, 1969) was a professional football player who spent a year in the National Football League with the Canton Bulldogs in 1925. Prior to joining the NFL, Fleming played college football at Mount Union College, located in Alliance, Ohio.",American football player
Al Hadden,male,"Aldous Bernard Hadden was a professional American football player for the Detroit Panthers, Providence Steam Roller, and Chicago Bears. He attended Washington & Jefferson College.",American football player
Francis Lee Jaques,male,"Francis Lee Jaques (September 28, 1887 - July 24, 1969) was an American wildlife painter.Jaques hunted and trapped with his father and connected with editors and writers from major hunting magazines. While still a teenager, Jacques paid ten dollars to buy a taxidermy shop in Aitkin, Minnesota. He toughed out a few winters scarcely earning enough money to survive and bartering paintings to pay for services. He alternated railroad work in northern Minnesota and taxidermy in Aitkin to make ends meet.
In 1918, Jaques was drafted into the army. During his six-month stay in St. Emilione, France, he recorded his surroundings in several small pencil drawings and watercolor paintings. He came home with a rank of Private First Class and returned to Duluth, Minnesota. There he met Clarence C. Rosenkranz, an artist of the impressionist style, who helped him mix color and express his feelings through art.
In 1924, Jaques sent some of his paintings to the American Museum of Natural History in New York City. His talent was recognized, and he was invited to join the museum's team as a background painter. The team traveled around the world gathering exhibit specimens. Jaques recorded his experiences throughout.
Jaques was almost 40 years old when he met Florence Page, a friend of his landlord. She was a budding writer just out of a prestigious school in the East, but was originally from Decatur, Illinois. Jaques and Florence found common ground in nature and developed a friendship. They were married in 1927.
Francis and Florence Page Jaques spent time camping in the Boundary Waters Canoe Area of Minnesota. The time provided inspiration for their now-famous books, Snowshoe Country and Canoe Country. Sales from these two books helped fund the Jaqueses' involvement in the conservation project at Susie Island in Lake Superior. The conservation area was later named The Francis Lee Jaques Memorial Preserve in his honor.
The Jaqueses lived in New York City for over 25 years before returning to Minnesota to work at the James Ford Bell Museum of Natural History on the University of Minnesota campus. Jaques worked designing and painting diorama backgrounds until his retirement.
The Jaqueses' final years were spent living in North Oaks, a few miles north of Saint Paul, Minnesota. Jaques painted daily and created a mountainous body of work. Upon his death Florence completed and arranged for publication of his biography, Francis Lee Jaques: Artist of the Wilderness World. She donated his remaining art works to the James Ford Bell Museum of Natural History in Minneapolis and to the Saint Louis County Historical Society, Duluth, Minnesota.
Frances Lee Jaques died July 24, 1969, at the age of 81. His wife, Florence Page Jaques, died January 1, 1972, at 82 years of age.",painter
Francis Lee Jaques,male,"Francis Lee Jaques (September 28, 1887 - July 24, 1969) was an American wildlife painter.Jaques hunted and trapped with his father and connected with editors and writers from major hunting magazines. While still a teenager, Jacques paid ten dollars to buy a taxidermy shop in Aitkin, Minnesota. He toughed out a few winters scarcely earning enough money to survive and bartering paintings to pay for services. He alternated railroad work in northern Minnesota and taxidermy in Aitkin to make ends meet.
In 1918, Jaques was drafted into the army. During his six-month stay in St. Emilione, France, he recorded his surroundings in several small pencil drawings and watercolor paintings. He came home with a rank of Private First Class and returned to Duluth, Minnesota. There he met Clarence C. Rosenkranz, an artist of the impressionist style, who helped him mix color and express his feelings through art.
In 1924, Jaques sent some of his paintings to the American Museum of Natural History in New York City. His talent was recognized, and he was invited to join the museum's team as a background painter. The team traveled around the world gathering exhibit specimens. Jaques recorded his experiences throughout.
Jaques was almost 40 years old when he met Florence Page, a friend of his landlord. She was a budding writer just out of a prestigious school in the East, but was originally from Decatur, Illinois. Jaques and Florence found common ground in nature and developed a friendship. They were married in 1927.
Francis and Florence Page Jaques spent time camping in the Boundary Waters Canoe Area of Minnesota. The time provided inspiration for their now-famous books, Snowshoe Country and Canoe Country. Sales from these two books helped fund the Jaqueses' involvement in the conservation project at Susie Island in Lake Superior. The conservation area was later named The Francis Lee Jaques Memorial Preserve in his honor.
The Jaqueses lived in New York City for over 25 years before returning to Minnesota to work at the James Ford Bell Museum of Natural History on the University of Minnesota campus. Jaques worked designing and painting diorama backgrounds until his retirement.
The Jaqueses' final years were spent living in North Oaks, a few miles north of Saint Paul, Minnesota. Jaques painted daily and created a mountainous body of work. Upon his death Florence completed and arranged for publication of his biography, Francis Lee Jaques: Artist of the Wilderness World. She donated his remaining art works to the James Ford Bell Museum of Natural History in Minneapolis and to the Saint Louis County Historical Society, Duluth, Minnesota.
Frances Lee Jaques died July 24, 1969, at the age of 81. His wife, Florence Page Jaques, died January 1, 1972, at 82 years of age.", naturalist
Eddie Gray,male,"Edwin ""Eddie"" Gray  (born 17 January 1948) is a Scottish former football player and coach. Gray was a cultured winger, who was an integral member of the legendary Leeds United team of the 1960s and 1970s, later twice becoming the club's manager.
In 2000, Gray was voted as the third Greatest Leeds United player of all time, surpassed only by his club captain, Billy Bremner (No. 1) and John Charles (No. 2). He was also voted into the Greatest Leeds United team of all time. His two goals against Burnley in 1970 feature in Leeds United's Greatest 100 goals – the second of which is widely regarded as the greatest Leeds United goal of all time and recently featured in The Times as one of the five greatest ever goals. On 9 May 2013, Gray was also appointed as Leeds United football Ambassador. Gray was also inducted into the English Hall of Fame on 25 September 2013 at an awards evening in Manchester.
Gray played in 12 full international games for Scotland between 1969 and 1977. Besides his two stints with Leeds, Gray also managed Whitby Town, Rochdale and Hull City during the 1980s.
He was appointed MBE in the 1983 Birthday Honours.",engineer
Clarence Belt,male,"Clarence W. Belt (27 February 1890 in Xenia, Ohio – 15 September 1969 in Moraine, Ohio) was an American racecar driver. He failed to qualify for the 1925 Indianapolis 500 but qualified for the 1928 race. In 1927 he attempted two other Championship Car races but failed to qualify for both of them.",engineer
Henri Marie Joseph Allard,male,,engineer
Jean Pomagalski,male,"Julie Pomagalski (10 October 1980 – 23 March 2021) was a French snowboarder.
She was born in La Tronche, and was the granddaughter of Jean Pomagalski, founder of the Poma ski lift manufacturing company. She competed at the 2002 Winter Olympics and the 2006 Winter Olympics, where she placed sixth in both parallel giant slalom events. She won a gold medal in snowboard cross at the FIS Snowboarding World Championships 1999, and a silver medal in parallel giant slalom at the FIS Snowboarding World Championships 2003.Subsequent to her competitive career, Pomagalski operated a ski school and a sports shop in Méribel.Pomagalski died in an avalanche in Switzerland on 23 March 2021, at age 40.",engineer
Jean Fieux,male,Fieux (French pronunciation: ​[fjø]; Occitan: Hius) is a commune in the Lot-et-Garonne department in south-western France.,aerospace engineer
Jean Fieux,male,Fieux (French pronunciation: ​[fjø]; Occitan: Hius) is a commune in the Lot-et-Garonne department in south-western France., engineer
Paul Goldschmidt Clermont,male,"'Pascal J. Goldschmidt-Clermont, M.D.,is a cardiologist and cardiovascular researcher, and former dean of the University of Miami Leonard M. Miller School of Medicine. Until January 2016 he also served as chief executive officer of the University of Miami Health System (UHealth), which includes six hospitals and outpatient facilities in Miami-Dade, Broward, Palm Beach, Monroe and Collier counties, with more than 1,200 physicians and 8,000 staff.",engineer
Jacques Debré,male,"Michel Jean-Pierre Debré (French pronunciation: ​[miʃɛl dəbʁe]; 15 January 1912 – 2 August 1996) was the first Prime Minister of the French Fifth Republic. He is considered the ""father"" of the current Constitution of France. He served under President Charles de Gaulle from 1959 to 1962. In terms of political personality, he was intense and immovable, with a tendency to rhetorical extremism.",engineer
Jacques Debré,male,"Michel Jean-Pierre Debré (French pronunciation: ​[miʃɛl dəbʁe]; 15 January 1912 – 2 August 1996) was the first Prime Minister of the French Fifth Republic. He is considered the ""father"" of the current Constitution of France. He served under President Charles de Gaulle from 1959 to 1962. In terms of political personality, he was intense and immovable, with a tendency to rhetorical extremism.", architect
Wilhelm Fröhlich,male,Gustav Fröhlich (21 March 1902 – 22 December 1987) was a German actor and film director. He landed secondary roles in a number of films and plays before landing his breakthrough role of Freder Fredersen in Fritz Lang's 1927 film Metropolis. He remained a popular film star in Germany until the 1950s.,inventor
Haraden Pratt,male,"Haraden Pratt (July 18, 1891 - August 1, 1969) was a noted American electrical engineer and radio pioneer.
Pratt was born in San Francisco, California, where his parents were telegraph operators. He learned Morse code when young and worked briefly as a shipboard wireless operator before entering the University of California (Class of 1914). After graduation, he joined the American Marconi Company and helped to install and operate its 300-kilowatt trans-Pacific radio station at Bolinas, California and its companion receiver station in Marshall, California.
From 1915-1920 Pratt was a radio aide to the United States Navy, leading its radio laboratory and engineering at Mare Island Navy Yard, California. In this role he installed radio equipment on Navy ships and maintained West Coast shore stations until 1918, when he moved to Washington, DC, to take charge of the construction and maintenance of all high-power Navy radio stations.
From 1920-1926 Pratt worked for the Federal Telegraph Company in Palo Alto, California, where he designed a system for commercial radio telegraph service. When in 1926 the United States Congress passed the Air Commerce Act to fund radio aids to air navigation, J. Howard Dellinger of the National Bureau of Standards tapped Pratt and Harry Diamond to create a suitable radio beacon system in 1927-1928.
In 1928 Pratt became chief engineer of the Mackay Radio and Telegraph Company, subsequently acquired by the International Telephone and Telegraph Company (ITT), where he eventually became vice president and general manager. During World War II, Pratt served as Division Chief in the Office of Scientific Research and Development and was Chairman of the Radio Technical Planning Board 1945-1949, and in 1946 was an official observer of the Bikini atomic bomb tests. He remained with ITT until 1951 when he served from 1951-1953 as telecommunications advisor to Presidents Truman and Eisenhower. Pratt was vice president of the American Cable and Radio Corporation from 1953-1958.
Pratt joined the Institute of Radio Engineers (IRE), became an IRE Director in 1935, served as president of the IRE in 1938, and was its secretary from 1943-1965. He was awarded the IRE Medal of Honor in 1944 ""in recognition of his engineering contributions to the development of radio, of his work in the extension of communication facilities to distant lands, and of his constructive leadership in Institute affairs,"" and the Founder's Award in 1960. The IEEE Haraden Pratt Award was established in 1971 in his honor. His papers are archived at the Bancroft Library, University of California, Berkeley.",inventor
Tom Threepersons,male,"Tom Threepersons (July 22, 1889 – April 2, 1969) was an American lawman. He is considered to have been one of the last of what were considered gunfighters of the Old West, although his career did not begin until the early 20th century. He invented the ""Tom Threepersons holster.""

",police officer
Tom Threepersons,male,"Tom Threepersons (July 22, 1889 – April 2, 1969) was an American lawman. He is considered to have been one of the last of what were considered gunfighters of the Old West, although his career did not begin until the early 20th century. He invented the ""Tom Threepersons holster.""

", inventor
Haraden Pratt,male,"Haraden Pratt (July 18, 1891 - August 1, 1969) was a noted American electrical engineer and radio pioneer.
Pratt was born in San Francisco, California, where his parents were telegraph operators. He learned Morse code when young and worked briefly as a shipboard wireless operator before entering the University of California (Class of 1914). After graduation, he joined the American Marconi Company and helped to install and operate its 300-kilowatt trans-Pacific radio station at Bolinas, California and its companion receiver station in Marshall, California.
From 1915-1920 Pratt was a radio aide to the United States Navy, leading its radio laboratory and engineering at Mare Island Navy Yard, California. In this role he installed radio equipment on Navy ships and maintained West Coast shore stations until 1918, when he moved to Washington, DC, to take charge of the construction and maintenance of all high-power Navy radio stations.
From 1920-1926 Pratt worked for the Federal Telegraph Company in Palo Alto, California, where he designed a system for commercial radio telegraph service. When in 1926 the United States Congress passed the Air Commerce Act to fund radio aids to air navigation, J. Howard Dellinger of the National Bureau of Standards tapped Pratt and Harry Diamond to create a suitable radio beacon system in 1927-1928.
In 1928 Pratt became chief engineer of the Mackay Radio and Telegraph Company, subsequently acquired by the International Telephone and Telegraph Company (ITT), where he eventually became vice president and general manager. During World War II, Pratt served as Division Chief in the Office of Scientific Research and Development and was Chairman of the Radio Technical Planning Board 1945-1949, and in 1946 was an official observer of the Bikini atomic bomb tests. He remained with ITT until 1951 when he served from 1951-1953 as telecommunications advisor to Presidents Truman and Eisenhower. Pratt was vice president of the American Cable and Radio Corporation from 1953-1958.
Pratt joined the Institute of Radio Engineers (IRE), became an IRE Director in 1935, served as president of the IRE in 1938, and was its secretary from 1943-1965. He was awarded the IRE Medal of Honor in 1944 ""in recognition of his engineering contributions to the development of radio, of his work in the extension of communication facilities to distant lands, and of his constructive leadership in Institute affairs,"" and the Founder's Award in 1960. The IEEE Haraden Pratt Award was established in 1971 in his honor. His papers are archived at the Bancroft Library, University of California, Berkeley.",inventor
Étienne Vassy,male,"Chappuis absorption (French: [ʃapɥi]) refers to the absorption of electromagnetic radiation by ozone, which is especially noticeable in the ozone layer, which absorbs a small part of sunlight in the visible portion of the electromagnetic spectrum. The Chappuis absorption bands occur at wavelengths between 400 and 650 nm. Within this range are two absorption maxima of similar height at 575 and 603 nm.Compared to the absorption of ultraviolet light by the ozone layer, known as the Hartley and Huggins absorptions, Chappuis absorption is distinctly weaker. Along with Rayleigh scattering, it contributes to the blue color of the sky, and is noticeable when the light has to travel a long path through the Earth's atmosphere. For this reason, Chappuis absorption only has a significant effect on the color of the sky at dawn and dusk, during the so-called blue hour. It is named after the French chemist James Chappuis (1854–1934), who discovered this effect.",physicist
Seymour Weiss,male,"Seymour Weiss (September 13, 1896 – September 17, 1969)  was a prominent  hotel executive and civic leader from New Orleans, Louisiana, who was a close confidant of the legendary Huey Pierce Long, Jr. Weiss, the most loyal of the Longites, bore the same last name as the apparent Long assassin, Carl Weiss, M.D.",politician
Seymour Weiss,male,"Seymour Weiss (September 13, 1896 – September 17, 1969)  was a prominent  hotel executive and civic leader from New Orleans, Louisiana, who was a close confidant of the legendary Huey Pierce Long, Jr. Weiss, the most loyal of the Longites, bore the same last name as the apparent Long assassin, Carl Weiss, M.D.", businessperson
Fred Kohler,male,"Fred Kohler (April 20, 1888 – October 28, 1938) was an American actor.",businessperson
Harold Quinton,male,"Harold Quinton (c. 1899–1969) was an American business executive. He served as the president, chief executive officer and chairman of Southern California Edison in the 1950s and 1960s. During his tenure, he oversaw the construction of the San Onofre Nuclear Generating Station in San Diego County, California, and he planned the construction of the Mohave Power Station in Laughlin, Nevada.",businessperson
Allan M.A. McLean,male,"Allan Marcus Atkinson McLean (September 27, 1891 – April 27, 1969) was a Canadian businessman who co-managed Connors Brothers Limited, a New Brunswick based fish processing business, and a politician who served as a member of the House of Commons of Canada.",politician
Allan M.A. McLean,male,"Allan Marcus Atkinson McLean (September 27, 1891 – April 27, 1969) was a Canadian businessman who co-managed Connors Brothers Limited, a New Brunswick based fish processing business, and a politician who served as a member of the House of Commons of Canada.", businessperson
Robert Ronald Leisy,male,"Robert Ronald Leisy (March 1, 1945 – December 2, 1969) was a United States Army officer and a recipient of the United States military's highest decoration—the Medal of Honor—for his actions in the Vietnam War.",military personnel
Edward Fuller Witsell,male,"Edward Fuller Witsell (March 29, 1891–November 27, 1969) was an officer in the United States Army who served as Adjutant General from 1946 to 1951. General Witsell was a 1911 graduate of The Citadel, The Military College of South Carolina and a World War I veteran.

",military personnel
